"상품군별(1)","시점",인터넷쇼핑,모바일쇼핑
"기타","2022.03",88502,215750
"기타","2022.04",86962,207195
"기타","2022.05",83007,205939
"기타","2022.06",77836,196832
"기타","2022.07",86644,211906
"기타","2022.08",84085,213955
"기타","2022.09",77614,201742
"기타","2022.10",90865,189679
"기타","2022.11",93419,196872
"기타","2022.12",102391,218876
"기타","2023.01",77363,188130
"기타","2023.02",74831,142849
"기타","2023.03",86780,165780
"기타","2023.04",85872,168332
"기타","2023.05",80019,161719
"기타","2023.06",82435,142982
"기타","2023.07",90249,134481
"기타","2023.08",85016,135357
"기타","2023.09",79158,126112
"기타","2023.10",81645,140495
"기타","2023.11",88620,169882
"기타","2023.12",91467,158231
"기타","2024.01",79438,134763
"기타","2024.02",71466,122551
"기타","2024.03",76329,132772
"기타","2024.04",78099,129018
"기타","2024.05",71448,134369
"기타","2024.06",63577,115554
"기타","2024.07",71215,115314
"기타","2024.08",61304,120200
"기타","2024.09",63863,126583
"기타","2024.10",68403,128216
"기타","2024.11 p)",73246,135527
"기타","2024.12 p)",75613,144134
